VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2020,18.91209336,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2019,12.677369175,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2020,12.078165071,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2019,7.832862072,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2020,7.918243721,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2019,26.134896285,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2020,25.075872039,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2019,5.59669691,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2020,5.718747899,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2019,6.251405194,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2020,6.534429273,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2019,93.492864593,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2020,83.000385113,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2019,9.528817737,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2020,8.410879713,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2019,155.579484167,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2020,149.873002193,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2019,45.535627362,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2020,41.386246431,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Small Island Developing States,2019,26.239592426,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Small Island Developing States,2020,24.621811875,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2019,0.200033881,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2020,0.197041737,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2019,15.112271413,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2020,13.773232325,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2019,9.37999607,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2020,8.572678247,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South-eastern Asia,2019,5.506143116,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South-eastern Asia,2020,5.252281173,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Southern Asia,2019,3.037420355,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Southern Asia,2020,2.900144671,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2019,40.265004891,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2020,36.230857441,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2019,6.349826655,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2020,6.178816669,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sub-Saharan Africa,2019,13.346495568,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sub-Saharan Africa,2020,12.820344413,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2019,2.969861212,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2020,2.876253471,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2019,8.856518367,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2020,6.924860061,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2019,224.529024778,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2020,187.925447762,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2019,415.001405477,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2020,404.817628575,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2019,1.031773997,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2020,1.083273447,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2019,0.915320985,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2020,1.01921436,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2019,7.761904564,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2020,7.273106926,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2019,1.442395305,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2020,1.5304609,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2019,21.024786156,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2020,21.375608777,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2019,58.267346455,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2020,53.36208762,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2019,10.38680885,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2020,10.018861192,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2019,1.148094938,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2020,1.171439643,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2019,13.754277492,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2020,13.753474149,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2019,39.050426493,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2020,38.735369459,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2019,7.124445602,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2020,7.617021946,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2019,78.500263842,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2020,74.451445863,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2019,336.841830412,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2020,307.616650435,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2019,8.212049783,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2020,8.830454097,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2019,44.577085977,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2020,43.034154759,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2019,13.702927704,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2020,12.745213429,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2019,1.550081225,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2020,1.60450991,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2019,5.801685078,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2020,4.006051813,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2019,2.561275219,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2020,2.626361045,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Western Asia,2019,15.617534691,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Western Asia,2020,14.972670289,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,World,2019,19.381671506,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,World,2020,18.897395539,US$/m3,E,True
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2019,5.129701029,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2020,5.194511171,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2019,13.494290232,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2020,13.752410141,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2019,4.440881435,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2020,4.469992671,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Australia and New Zealand,2019,3.726113573,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Australia and New Zealand,2020,3.209520324,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central Asia,2019,63.030083229,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central Asia,2020,63.052374194,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central and Southern Asia,2019,63.289574705,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central and Southern Asia,2020,63.991948811,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern Asia,2019,28.655312476,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern Asia,2020,27.691244784,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern and South-Eastern Asia,2019,22.452023998,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eastern and South-Eastern Asia,2020,22.036764064,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe,2019,2.466622857,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe,2020,2.438032465,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe and Northern America,2019,4.282171948,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Europe and Northern America,2020,4.275876137,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Land Locked Developing Countries,2019,13.016936084,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Land Locked Developing Countries,2020,13.084373208,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Latin America and the Caribbean,2019,4.489058169,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Latin America and the Caribbean,2020,4.492892371,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Least Developed Countries,2019,6.379508636,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Least Developed Countries,2020,6.379828761,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa,2019,98.954847543,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa,2020,98.990361454,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa and Western Asia,2019,68.474751723,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern Africa and Western Asia,2020,68.481152275,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern America,2019,7.565378249,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Northern America,2020,7.565378249,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania,2019,1.971323757,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania,2020,1.695224323,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania (excluding Australia and New Zealand),2019,0.017106918,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oceania (excluding Australia and New Zealand),2020,0.017106918,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Small Island Developing States,2019,2.215968577,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Small Island Developing States,2020,2.215964759,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,South-eastern Asia,2019,17.598811851,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,South-eastern Asia,2020,17.598933124,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Southern Asia,2019,69.818983525,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Southern Asia,2020,70.694799861,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Sub-Saharan Africa,2019,4.602601363,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Sub-Saharan Africa,2020,4.633758372,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Western Asia,2019,55.942467911,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Western Asia,2020,55.938554737,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,World,2019,13.143128105,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,World,2020,13.109510101,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Australia and New Zealand,2019,1.105287868,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Australia and New Zealand,2020,1.111203034,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central Asia,2019,5.54375553,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central Asia,2020,5.921300725,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central and Southern Asia,2019,1.70597349,%,E,True
Water use,Pressure on water resources,SDG 6.4.2. Industrial Sector Contribution to Water Stress,Central and Southern Asia,2020,1.756909001,%,E,True
